customer_id,age,city,plan,acquisition_channel,join_date,monthly_income_pln,tenure_months,avg_logins_last_30d,support_tickets_last_30d,satisfaction_score,auto_renew,discount_pct,monthly_spend_pln,churned
C001969,44,Lublin,Standard,organic,2023-10-01,9361.76,21,6,2,8,1,0,163.35,0
C001970,43,Wrocław,Standard,referral,2022-03-31,12129.44,39,14,0,7,1,0,204.57,0
C001971,28,Katowice,Basic,referral,2024-12-16,12272.63,6,2,0,9,0,10,74.99,1
C001972,55,Lublin,Basic,organic,2022-04-20,6622.55,38,12,0,8,1,15,138.33,0
C001973,22,Poznań,Basic,paid_search,2022-11-01,5971.75,32,20,0,7,1,0,131.02,0
C001974,32,Poznań,Standard,organic,2025-05-24,9272.66,1,8,2,8,0,20,102.6,0
C001975,32,Lublin,Basic,referral,2024-11-05,15514.88,7,11,3,7,0,15,62.4,0
C001976,47,Gdańsk,Standard,social,2022-12-27,3628.43,30,4,1,6,1,15,150.27,0
C001977,36,Kraków,Standard,paid_search,2024-07-30,9461.43,11,6,0,7,1,5,120.13,1
C001978,31,Gdańsk,Standard,organic,2023-09-08,6335.3,22,2,0,5,1,10,127.13,0
C001979,43,Wrocław,Standard,social,2024-02-25,3629.21,16,9,0,7,1,5,138.16,0
C001980,33,Łódź,Premium,organic,2022-07-09,5975.13,36,11,0,5,1,0,209.21,1
C001981,35,Wrocław,Standard,organic,2022-08-20,12001.75,34,15,5,7,1,20,147.92,1
C001982,36,Katowice,Standard,referral,2023-08-19,11814.05,22,17,0,9,1,0,177.38,0
C001983,18,Kraków,Premium,organic,2023-06-09,8326.14,25,15,1,6,1,0,208.63,0
C001984,50,Gdańsk,Premium,paid_search,2024-02-07,6666.58,17,17,4,6,1,0,175.36,1
C001985,51,Lublin,Standard,paid_search,2023-10-21,5492.34,20,4,4,3,1,10,116.52,0
C001986,33,Kraków,Standard,partner,2024-10-19,6293.73,8,17,0,6,1,20,111.5,0
C001987,34,Wrocław,Basic,paid_search,2024-07-25,12621.35,11,12,0,9,0,0,107.45,0
C001988,34,Łódź,Basic,referral,2022-08-03,4274.47,35,15,0,7,1,0,136.93,0
C001989,41,Wrocław,Standard,paid_search,2024-09-16,4813.52,9,14,4,6,0,15,120.22,1
C001990,53,Lublin,Standard,organic,2022-12-25,6337.04,30,10,1,8,1,5,161.18,0
C001991,45,Łódź,Standard,paid_search,2025-04-25,4284.15,2,10,0,10,1,15,125.17,0
C001992,27,Warszawa,Basic,paid_search,2023-12-24,5103.24,18,18,1,7,1,15,128.61,0
C001993,18,POZNAŃ,Standard ,referral,2023-03-02,6151.94,28,10,0,7,1,20,128.53,0
C001994,39,Lublin,Standard,partner,2022-04-07,2908.78,39,7,0,7,1,15,151.64,0
C001995,44,Łódź,Standard,referral,2024-06-15,8031.72,12,4,0,6,1,20,76.31,0
C001996,34,Kraków, Standard,paid_search,2025-02-19,5845.65,4,9,0,7,0,0,90.0,1
C001997,38,Warszawa,Basic,paid_search,2025-05-28,7118.8,1,8,0,9,0,5,86.98,0
C001998,32,Poznań,Premium,paid_search,2025-03-12,12098.16,3,15,0,9,0,0,159.95,0
C001999,38,Łódź,Standard,social,2023-03-19,8747.7,27,12,1,6,1,0,163.74,0
C002000,28,Kraków,Standard,organic,2025-02-23,14290.17,4,3,0,6,1,20,107.92,1
C002001,32,Katowice,Standard,partner,2023-09-22,10796.5,21,13,1,8,1,0,143.41,0
C002002,31,warszawa,Standard,referral,2023-07-17,7850.53,23,9,2,9,1,0,172.98,0
C002003,38,Wrocław,Premium,paid_search,2024-07-05,8412.8,12,17,2,9,0,0,214.23,0
C002004,30,Warszawa,Standard,paid_search,2023-01-23,5272.34,29,18,0,9,1,10,170.0,0
C002005,23,Łódź,Premium,paid_search,2024-11-22,4044.5,7,4,2,5,1,0,139.37,1
C002006,27,Warszawa,Standard,social,2024-09-19,13999.2,9,14,0,9,1,0,155.86,0
C002007,48,Poznań,Basic,partner,2022-01-16,8244.93,42,10,1,10,1,5,164.55,0
C002008,39,Katowice,Basic,partner,2023-08-12,,22,5,1,4,1,0,79.03,0
C002009,45,Poznań,Standard,paid_search,2023-04-15,9484.97,26,17,0,10,1,20,174.82,0
C002010,30,Łódź,Basic,social,2023-02-16,3336.96,28,10,0,9,1,15,103.92,0
C002011,25,Wrocław,Standard,partner,2022-12-19,9312.53,30,18,2,6,0,20,175.51,0
C002012,42,Łódź,Standard,social,2022-01-21,7132.63,41,14,1,10,1,0,212.53,0
C002013,44,Łódź,Basic,referral,2022-12-20,6121.82,30,12,0,9,0,0,106.34,1
C002014,42,Lublin,Basic,partner,2023-05-04,6842.95,26,8,0,8,1,10,118.44,1
C002015,47,Łódź,Basic,organic,2022-11-30,15273.81,31,20,1,10,1,0,155.35,0
C002016,42,Łódź,Standard,paid_search,2024-04-16,2555.16,14,4,0,7,0,0,111.47,0
C002017,40,Łódź,Basic,ORGANIC,2023-06-30,5177.6,24,11,1,8,1,0,109.07,0
C002018,22,Warszawa,Standard,organic,2025-03-14,11320.4,3,19,0,8,1,0,134.11,0
C002019,46,Gdańsk,Basic,organic,2024-04-27,4846.46,14,6,0,9,1,5,104.64,0
C002020,18,Katowice,Premium,referral,2025-01-03,4676.28,5,20,3,6,0,20,149.54,0
C002021,46,Kraków,Standard,organic,2022-09-28,10933.24,33,11,0,10,1,10,142.55,0
C002022,37,Łódź,Standard,social,2025-03-13,8196.0,3,5,0,8,1,0,111.92,0
C002023,22,Katowice,Standard,social,2022-07-24,10032.37,35,13,0,9,1,0,182.81,0
C002024,31,KRAKÓW,Premium,social,2023-08-19,5542.95,22,6,1,8,1,15,147.96,0
C002025,43,Gdańsk,Standard,organic,2024-08-05,17024.28,11,16,0,9,1,0,173.14,0
C002026,29, Wrocław,Standard,organic,2024-10-30,7354.33,8,6,0,8,0,10,96.72,0
C002027,40,Kraków,Standard,organic,2024-04-19,8211.08,14,16,0,8,0,10,168.46,0
C002028,26,Warszawa,Standard,social,2024-09-09,12608.6,9,11,6,8,0,5,128.34,0
C002029,25,Lublin,Standard,referral,2024-01-25,6481.46,17,11,2,9,1,0,139.22,1
C002030,19,Wrocław,Standard,partner,2024-03-07,6634.36,16,13,1,6,0,0,113.93,1
C002031,28,Gdańsk,Standard,organic,2022-02-24,7873.04,40,15,1,7,1,0,198.98,0
C002032,31,Łódź,Basic,social,2023-09-19,5205.2,21,13,2,7,1,0,112.44,1
C002033,33,Warszawa,Standard ,partner,2022-03-13,12609.97,40,11,0,8,1,5,210.65,0
C002034,31,Lublin,Basic,social,2022-09-05,8167.45,34,15,1,9,0,0,173.17,1
C002035,34,Wrocław,Basic,referral,2025-05-08,11830.1,1,11,0,8,0,0,72.07,1
C002036,37,Warszawa,Standard,referral,2025-03-25,15099.96,3,6,1,8,1,15,91.01,0
C002037,41,Warszawa,Premium,paid_search,2023-02-16,11689.62,28,17,2,5,1,15,244.87,0
C002038,32,Kraków,Basic,organic,2022-06-01,5518.15,37,15,2,6,1,0,158.38,0
C002039,24,Warszawa,Premium,organic,2022-04-05,15638.57,39,11,0,9,1,5,230.37,0
C002040,32,Wrocław,Standard,organic,2024-03-19,14519.68,15,16,0,10,1,10,148.49,0
C002041,43,Gdańsk,Basic,paid_search,2024-07-30,11420.11,11,6,0,8,1,0,121.84,0
C002042,42,Gdańsk,Standard,referral,2023-07-23,9259.66,23,12,0,8,1,0,154.44,0
C002043,47,Łódź,Standard,organic,2023-06-18,4293.24,24,13,0,8,1,5,132.17,0
C002044,18,Katowice,Standard,organic,2023-11-14,7855.64,19,5,1,6,1,0,142.39,0
C002045,43,Kraków,Standard,paid_search,2024-05-11,9437.89,13,11,0,9,1,5,129.43,0
C002046,18,Lublin,Standard,partner,2023-01-10,10201.41,30,13,0,9,1,0,186.18,0
C002047,18,Warszawa,Basic,social,2023-09-21,9623.37,21,7,0,8,0,0,101.68,1
C002048,35,Lublin,Premium,partner,2024-07-10,9673.19,11,6,1,8,0,15,122.92,0
C002049,41,Kraków,Standard,partner,2025-02-23,6324.28,4,4,3,6,1,0,118.9,0
C002050,23,Kraków,Premium,referral,2023-12-01,13057.27,19,10,0,10,1,15,189.32,0
C002051,46,Gdańsk ,Premium,paid_search,2023-12-23,14344.17,18,12,2,6,1,0,161.99,0
C002052,33,Poznań,Standard,paid_search,2024-04-22,8752.62,14,20,0,8,0,15,112.54,0
C002053,35,Kraków,Standard,organic,2023-12-25,5108.6,18,10,1,8,1,20,125.82,0
C002054,53,Katowice,Basic,social,2022-01-16,11650.96,42,12,0,8,1,0,181.75,0
C002055,36,Wrocław,Standard,paid_search,2022-10-24,18739.85,32,9,0,8,1,20,170.04,0
C002056,33,Kraków,Standard,referral,2024-09-10,11164.54,9,8,0,8,1,20,111.2,0
C002057,31,Kraków,Basic,referral,2025-03-09,19879.76,3,11,1,9,0,20,91.68,0
C002058,24,Wrocław,Premium,social,2024-01-05,,18,17,0,7,1,10,166.06,0
C002059,36,Gdańsk,Standard,organic,2023-08-29,9500.69,22,10,1,6,1,5,143.43,1
C002060,24,Katowice,Standard,partner,2023-11-15,9245.49,19,10,1,7,1,20,129.99,0
C002061,32,Łódź,Premium,paid_search,2023-03-13,8282.2,28,16,0,10,1,5,197.7,0
C002062,34,Warszawa,Standard,organic,2022-11-22,7319.58,31,6,2,6,1,5,189.08,0
C002063,41,Łódź,Premium,social,2024-02-25,7856.55,16,18,1,8,1,20,154.78,0
C002064,51,Gdańsk,Premium,referral,2022-11-11,8104.71,32,12,0,7,1,10,203.53,0
C002065,29,Warszawa,Standard,paid_search,2024-02-10,9941.8,16,13,0,10,1,15,141.65,0
C002066,44,Lublin,Basic,partner,2024-05-18,4468.11,13,10,0,8,0,15,78.89,1
C002067,34,Łódź,Premium,organic,2024-11-19,11186.13,7,13,0,8,0,10,140.87,1
C002068,28,Kraków,Premium,organic,2024-04-11,7706.61,14,6,0,9,1,20,156.66,0
C002069,24,Kraków,Standard ,social,2024-04-21,4229.99,14,19,0,9,1,0,152.19,0
C002070,39,Łódź,Standard,social,2022-09-08,5349.43,34,13,0,8,1,15,160.88,0
C002071,27,Lublin,Standard,organic,2024-10-05,4611.93,8,6,1,6,1,15,77.33,1
C002072,32,Kraków,Basic,partner,2024-04-27,5243.84,14,2,2,7,1,5,87.78,0
C002073,41,Poznań,Premium,social,2023-09-24,5865.29,21,5,0,7,1,0,194.95,1
C002074,37,Poznań,Premium,organic,2022-02-28,4267.5,40,21,0,7,1,5,248.13,0
C002075,48,Kraków,Basic,paid_search,2022-07-04,10983.08,36,10,1,8,1,10,166.43,0
C002076,33,Gdańsk,Premium,partner,2023-10-23,5453.98,20,11,1,8,1,15,163.99,0
C002077,49,Poznań,Basic,referral,2023-09-27,8672.54,21,13,0,7,1,20,124.82,0
C002078,42,Łódź,Basic,organic,2023-10-18,7343.57,20,12,2,7,1,10,98.61,1
C002079,53,Katowice,Standard,social,2022-02-14,7240.34,41,18,0,10,1,20,191.29,0
C002080,33,Kraków,Standard,referral,2024-01-18,7432.01,17,10,0,9,1,0,139.52,1
C002081,34,Warszawa,Standard,organic,2025-01-29,9196.14,5,9,0,8,1,20,122.99,0
C002082,40,Katowice,Standard,organic,2024-06-09,7868.89,12,16,0,8,1,0,123.01,0
C002083,33,Kraków,Standard,organic,2022-07-17,8168.66,36,14,12,5,1,0,170.24,0
C002084,28,Kraków,Standard,organic,2024-08-10,,10,12,1,9,1,5,103.72,0
C002085,47,Lublin ,Basic,organic,2022-08-14,12223.05,35,7,1,9,1,0,145.88,1
C002086,30,Łódź,Basic,paid_search,2022-10-14,7680.16,33,9,0,7,1,5,102.63,0
C002087,18,Kraków,Basic,organic,2025-01-14,6003.37,5,12,0,8,0,20,68.49,0
C002088,24,Łódź,Basic,partner,2023-05-25,15373.92,25,12,0,8,1,20,153.66,0
C002089,49,Gdańsk,Basic,organic,2025-04-06,7489.32,2,5,1,9,1,15,62.2,0
C002090,22,Gdańsk,Standard,organic,2023-02-06,6526.26,29,16,0,7,1,0,187.53,0
C002091,51,Wrocław,Standard,organic,2023-12-09,9823.44,19,5,2,9,1,5,139.26,0
C002092,25,Poznań,Standard,referral,2022-02-27,14029.36,40,9,2,7,1,20,150.55,0
C002093,43,Kraków,Basic,organic,2023-07-16,7189.66,23,14,1,7,1,10,119.39,0
C002094,25,Warszawa,Basic,paid_search,2022-12-15,7654.31,30,17,0,10,1,15,167.19,0
C002095,36,Kraków,standard,organic,2024-11-20,11060.67,7,4,0,8,1,0,132.19,1
C002096,44,Gdańsk,Premium,paid_search,2025-01-31,14909.14,5,13,0,10,1,0,152.82,0
C002097,44,Łódź,Standard,organic,2024-10-15,9078.58,8,7,0,10,0,0,137.29,0
C002098,42,Warszawa,Basic,social,2023-02-19,10739.81,28,11,1,6,1,0,148.82,0
C002099,35,Gdańsk,Basic,paid_search,2022-08-22,4105.48,34,9,1,8,1,0,136.92,0
C002100,37,Warszawa,Basic,organic,2022-01-29,7731.39,41,7,1,8,1,15,154.28,0
C002101,29,Warszawa,Standard,organic,2022-07-19,6622.11,35,7,1,9,1,0,180.2,0
C002102,19,Lublin,Standard,referral,2024-05-15,3355.22,13,9,1,8,1,0,113.82,1
C002103,52,Kraków,Basic, paid_search,2023-05-10,6828.32,26,7,0,8,1,10,141.32,0
C002104,27,Łódź,Premium,paid_search,2023-01-11,7993.04,30,13,0,9,1,10,199.03,0
C002105,30,Gdańsk,Standard,organic,2022-01-01,4361.72,42,15,0,7,1,20,162.62,0
C002106,51,Warszawa,Basic,paid_search,2024-12-26,7471.47,6,12,0,8,1,10,69.94,0
C002107,33,Łódź,Standard,social,2022-04-07,10391.19,39,10,0,7,1,0,193.12,0
C002108,46,Gdańsk,Standard,social,2023-01-10,13320.47,30,13,0,7,1,10,156.98,0
C002109,42,Łódź,Standard,paid_search,2024-05-19,5953.82,13,3,0,10,1,15,141.09,0
C002110,31,Kraków,Standard,organic,2024-09-05,13235.04,9,13,1,10,0,0,139.85,0
C002111,30,Poznań,Standard,paid_search,2025-05-30,7397.42,1,9,1,9,1,20,87.84,0
C002112,43,Poznań,Basic,organic,2023-10-11,11280.0,20,14,1,8,0,5,113.3,0
C002113,47,Poznań,Standard,referral,2023-03-06,12628.54,28,6,0,8,1,20,132.82,0
C002114,27, Gdańsk,Basic,referral,2025-02-26,8966.14,4,7,0,8,1,15,66.74,1
C002115,31,Lublin,Basic,organic,2022-10-10,11578.99,33,13,0,10,0,0,156.01,0
C002116,27,Wrocław,Standard,organic,2023-04-07,7467.85,27,5,0,10,1,15,159.05,0
C002117,29,Warszawa,Standard,organic,2023-10-04,5402.26,21,8,4,7,0,0,138.68,1
C002118,49,łódź,Standard,paid_search,2025-04-22,8707.02,2,5,3,7,1,15,79.81,1
C002119,51,Kraków,Standard,partner,2024-08-03,14887.18,11,13,1,,1,20,122.96,0
C002120,43,Wrocław,Basic,organic,2023-07-18,11548.35,23,11,0,7,1,10,152.3,1
C002121,45,Wrocław,Premium,paid_search,2025-06-24,6881.58,1,13,1,7,0,0,151.64,0
C002122,18,Gdańsk,Standard,organic,2024-04-29,16394.99,14,2,1,7,1,0,123.86,1
C002123,34,Kraków,Premium,referral ,2023-12-14,8671.09,18,11,0,8,1,15,159.33,0
C002124,39,Katowice,Premium,paid_search,2025-02-04,2960.65,4,16,0,10,0,5,141.96,0
C002125,31,łódź,Basic,referral,2025-03-30,10413.06,3,9,0,8,1,0,81.1,1
C002126,30,Wrocław,Standard,referral,2023-12-14,6558.96,18,3,5,8,1,0,168.52,1
C002127,19,Wrocław,Premium,referral,2023-01-28,12480.06,29,8,0,7,1,0,230.64,0
C002128,41,Warszawa,Basic,referral,2023-08-23,6435.63,22,8,3,5,1,5,117.44,1
C002129,39,Kraków,Standard,organic,2022-12-04,6300.44,31,6,0,10,0,10,182.79,0
C002130,30,Łódź,Premium,organic,2025-02-23,7739.28,4,7,3,6,0,0,120.93,1
C002131,29,Łódź,Premium,paid_search,2022-07-31,5468.0,35,13,2,8,1,10,218.81,0
C002132,41,Łódź,Basic,paid_search,2025-06-16,4124.37,1,8,0,10,0,0,76.63,0
C002133,45,Katowice,Standard,referral,2024-09-17,4498.97,9,12,1,5,1,0,115.88,1
C002134,26,Lublin,Standard,social,2023-08-19,3988.81,22,12,0,8,1,10,156.38,0
C002135,31,POZNAŃ,Standard,organic,2024-10-26,4622.92,8,11,1,9,1,0,98.72,0
C002136,54,Warszawa,Standard,organic,2024-06-17,10756.16,12,10,5,5,1,0,165.96,0
C002137,23,Wrocław,Standard,paid_search,2025-02-04,6099.32,4,11,2,8,0,0,110.2,1
C002138,42,Katowice,Standard,organic,2022-09-19,5150.52,33,14,0,8,1,10,174.31,0
C002139,44,Wrocław,Premium,paid_search,2022-04-03,,39,3,3,8,1,10,208.27,1
C002140,32,Gdańsk,Basic,referral,2024-11-12,10016.12,7,14,1,7,0,0,108.96,0
C002141,31,Warszawa,PREMIUM,paid_search,2023-12-31,10127.94,18,10,1,6,1,15,147.64,0
C002142,43,,Basic,organic,2022-12-21,8128.74,30,12,0,8,1,0,135.76,0
C002143,29,,Basic,organic,2022-06-18,7454.89,36,8,0,8,1,0,161.92,0
C002144,43,Gdańsk,Standard,organic,2025-02-09,7967.72,4,8,1,9,0,5,114.42,0
C002145,33,Lublin,Basic,organic,2025-06-12,16324.19,1,9,2,8,0,0,73.1,1
C002146,34,Lublin,Standard,organic ,2023-05-22,7631.51,25,8,6,7,1,5,141.43,1
C002147,44,Kraków,Basic,paid_search,2023-04-15,3817.81,26,5,0,6,1,0,115.98,0
C002148,28,Łódź,Basic,organic,2025-02-02,15495.9,4,5,0,8,0,20,79.72,1
C002149,36,Gdańsk,BASIC,organic,2024-08-02,4692.23,11,2,4,7,1,10,66.44,0
C002150,48,Warszawa,Standard,organic,2022-01-19,4882.77,41,16,1,7,1,0,185.17,0
C002151,29,Lublin,Basic,paid_search,2023-08-19,8286.04,22,13,0,9,1,5,128.21,1
C002152,32,Kraków,STANDARD,paid_search,2022-04-29,6831.96,38,21,0,8,1,0,205.63,0
C002153,25,Katowice, Standard,referral,2022-12-17,12137.43,30,15,1,7,1,0,175.2,0
C002154,48,Warszawa,standard,organic,2022-05-02,4177.7,38,16,0,7,1,0,195.5,0
C002155,20,Wrocław,Basic,organic,2025-03-09,9886.9,3,13,0,8,1,0,100.86,0
C002156,40,Kraków,Standard,partner,2024-04-27,10432.63,14,6,1,9,1,10,113.42,0
C002157,34,Łódź,Standard,organic,2022-05-28,12151.31,37,9,1,8,1,20,173.6,0
C002158,41,Poznań,Standard,organic,2023-11-10,9370.08,19,9,1,8,0,20,100.36,0
C002159,47,Łódź,Basic,organic,2024-06-10,8705.79,12,13,0,7,0,5,72.63,1
C002160,39,Gdańsk,Standard,organic,2024-06-02,8495.4,13,6,1,6,0,0,109.51,0
C002161,29,Katowice,Premium,partner,2024-03-11,13452.84,15,17,2,6,0,0,184.13,1
C002162,32,Kraków,standard,paid_search,2025-02-18,10108.88,4,11,0,8,1,20,110.23,1
C002163,26,Katowice,Basic,referral,2023-10-05,5326.76,21,11,0,9,1,15,111.76,1
C002164,36,Warszawa,Basic,partner,2024-03-15,8520.31,15,7,1,8,0,0,101.94,0
C002165,27,Gdańsk, Standard,organic,2023-12-11,8120.07,18,3,1,8,0,0,148.03,0
C002166,34,Poznań,Basic,organic,2025-01-28,10256.26,5,4,1,9,0,0,82.15,1
C002167,33,Katowice,Standard,paid_search,2024-04-26,7828.23,14,14,0,7,0,0,118.33,1
C002168,35,Wrocław,Standard,referral,2024-11-03,5098.25,8,13,0,,0,5,130.05,0
C002169,24,Gdańsk,Standard,organic,2022-07-02,11124.55,36,8,0,8,1,0,177.94,0
C002170,41,Katowice,Basic,paid_search,2025-01-25,11385.01,5,10,1,7,1,15,103.24,0
C002171,45,Wrocław,Standard,organic,2023-08-16,5686.39,22,13,2,9,1,15,140.59,1
C002172,47,Łódź,Premium,organic,2022-11-22,4209.91,31,9,1,8,1,10,178.97,0
C002173,23,Katowice,Basic,organic,2022-06-08,9953.78,37,9,0,8,0,0,140.92,1
C002174,46,Warszawa,Standard,PAID_SEARCH,2023-07-22,5449.92,23,12,0,8,1,0,146.82,0
C002175,27,Gdańsk,Premium,paid_search,2022-03-30,5760.39,39,21,0,7,1,20,187.32,0
C002176,36,Katowice,Basic,referral,2023-02-02,7033.3,29,9,0,8,1,15,141.58,0
C002177,43,Lublin,Standard,organic,2024-08-11,6875.89,10,7,1,8,1,0,137.16,0
C002178,30,Warszawa,Standard,paid_search,2022-07-14,16859.44,36,6,0,9,1,15,196.65,0
C002179,36,Łódź,Basic,paid_search,2023-12-27,7039.07,18,10,0,8,0,10,109.76,0
C002180,23,Łódź,Premium,partner,2023-12-17,19380.79,18,17,6,6,0,0,197.7,1
C002181,32,Kraków,Basic,paid_search,2024-06-24,5957.87,12,11,2,7,1,5,92.64,0
C002182,31,Poznań,Basic,paid_search,2023-10-21,8019.16,20,12,0,6,1,20,92.84,0
C002183,33,Katowice,Basic,partner,2024-12-29,4669.11,6,5,0,5,1,5,72.68,1
C002184,29,Lublin,Basic,paid_search,2023-06-14,20695.33,24,9,4,6,1,10,129.27,0
C002185,41,Poznań,Standard,organic,2023-10-27,6604.07,20,17,0,8,0,0,146.72,1
C002186,49,Warszawa,Premium,paid_search,2024-08-16,11904.26,10,8,0,9,1,5,171.38,0
C002187,35,ŁÓDŹ,Basic,paid_search,2024-07-24,18016.24,11,6,0,8,1,0,82.48,0
C002188,31,Lublin,Standard,paid_search,2024-02-23,5521.43,16,13,0,8,1,0,127.57,0
C002189,59,Wrocław,Standard,referral,2024-09-25,15329.12,9,10,0,7,1,5,110.02,0
C002190,34,Katowice,Standard,organic,2022-12-13,11474.69,31,9,0,9,1,0,156.57,0
C002191,39,Łódź,Premium,referral,2024-08-06,6843.19,10,15,2,6,1,15,133.92,0
C002192,23,Katowice,Standard,paid_search,2024-11-21,5616.26,7,12,1,8,0,10,102.72,1
C002193,38,Warszawa,Standard,social,2022-02-01,14690.9,41,3,0,9,1,10,188.36,0
C002194,48,Łódź,Basic,social,2022-09-08,5891.27,34,6,1,8,1,0,139.19,0
C002195,30,Gdańsk,Standard,organic,2024-02-22,8794.28,16,9,0,8,1,5,123.23,0
C002196,36,Łódź,Standard,paid_search,2023-04-23,18432.67,26,9,2,8,0,0,183.09,1
C002197,41,Gdańsk,Standard,paid_search,2023-01-16,13835.97,29,14,1,8,1,0,158.82,0
C002198,27,Łódź,Basic,referral,2022-07-06,14531.9,36,2,2,7,1,5,127.2,0
C002199,18,Łódź,Standard,referral,2025-06-22,7393.74,1,10,0,8,0,0,101.77,1
C002200,30,Poznań,Standard ,organic,2024-02-30,6990.55,1,8,0,7,1,15,81.36,1
C002201,36,Poznań,Basic,referral,2024-08-31,10449.86,10,13,0,8,0,0,102.32,0
C002202,43,Lublin,Basic,organic,2025-05-07,6446.43,1,5,0,5,1,10,69.28,0
C002203,41,Katowice,Basic,social,2023-02-18,6222.78,28,10,1,6,1,5,122.69,0
C002204,29,Wrocław,Standard,partner,2022-04-18,8817.0,39,12,0,8,1,5,172.85,0
C002205,33,Wrocław,Basic,social,2025-04-03,5363.9,2,5,2,8,0,0,62.19,1
C002206,37,Poznań,Standard,social,2022-06-22,11364.38,36,10,0,9,1,5,204.05,0
C002207,33,Wrocław,Basic,paid_search,2023-04-21,8237.47,26,14,1,9,1,5,155.45,1
C002208,30,Katowice,Standard,paid_search,2024-05-21,6992.87,13,7,0,8,1,0,108.0,0
C002209,25,Kraków,Basic,partner,2024-04-29,11216.62,14,3,2,7,0,15,87.86,1
C002210,18,Warszawa,Premium,organic,2024-06-26,5106.73,12,10,0,8,1,15,138.21,0
C002211,44,Wrocław,Standard,referral,2023-06-12,9929.88,25,13,0,8,0,0,139.13,0
C002212,37,Katowice,Premium,social,2023-03-14,12106.96,28,23,1,6,1,10,205.16,0
C002213,18,Warszawa,Basic,paid_search,2023-07-21,5774.24,23,11,1,9,1,0,120.35,0
C002214,28,Łódź,Standard,organic,2023-04-02,5157.93,27,13,2,8,1,15,181.26,0
C002215,27,Warszawa,Basic,referral,2025-02-13,,4,3,0,8,0,5,82.19,1
C002216,46,Wrocław,Standard,organic,2025-02-17,26125.69,4,9,2,8,1,15,105.26,0
C002217,27,Łódź,Basic,organic,2025-05-01,13613.96,2,7,0,9,0,0,83.67,0
C002218,48,Wrocław,Standard,organic,2024-10-21,11515.14,8,9,3,6,1,20,101.92,0
C002219,22,Lublin,standard,organic,2023-11-02,10056.3,20,13,0,6,1,20,128.39,0
C002220,39,Łódź,basic,partner,2023-09-16,8580.99,21,13,0,7,0,15,91.3,0
C002221,19,Gdańsk,Standard,partner,2023-08-20,4655.61,22,8,0,9,1,15,129.16,0
C002222,34,Warszawa,Standard,paid_search,2023-12-24,8471.9,18,17,2,7,1,0,161.61,0
C002223,22,Wrocław,Basic, paid_search,2025-02-13,12136.02,4,11,2,8,1,20,72.3,0
C002224,34,Warszawa,Basic,organic,2023-10-13,10983.43,20,8,2,7,1,10,134.6,0
C002225,34,Łódź,Standard,organic,2025-05-24,10709.27,1,6,0,9,1,10,110.82,0
C002226,26,Lublin, Basic,organic,2022-03-12,7847.3,40,6,0,10,1,20,162.01,0
C002227,36,Wrocław,Standard,social,2023-06-15,9501.73,24,6,0,10,1,0,155.55,0
C002228,42,Łódź,Standard,organic,2022-05-20,11498.97,37,7,2,8,1,10,160.89,0
C002229,39,Katowice,Basic,social,2023-05-12,7802.8,26,14,1,7,1,0,130.14,0
C002230,34,Łódź,Basic,referral,2024-04-20,8593.82,14,13,0,7,0,10,90.54,0
C002231,38,Lublin,Premium,paid_search,2022-11-11,4941.32,32,16,1,8,1,15,207.45,1
C002232,46,Łódź,Standard,organic,2022-10-02,5262.67,33,19,2,7,1,0,176.49,0
C002233,29,Warszawa,Basic,referral,2025-03-03,3492.95,4,7,2,6,1,5,61.25,1
C002234,43,Warszawa,standard,organic,2022-09-11,12710.8,34,6,0,6,1,0,179.8,0
C002235,47,Gdańsk,Basic,social,2023-09-08,6499.85,22,12,0,10,0,5,111.42,0
C002236,31,Wrocław,Premium,paid_search,2024-05-06,7168.9,14,15,0,10,1,0,180.33,0
C002237,20,Kraków,Basic,referral,2025-06-05,3260.11,1,12,6,7,1,15,85.4,0
C002238,23,Poznań,Standard,referral,2022-11-25,7482.27,31,15,2,8,0,5,154.38,0
C002239,37,Gdańsk,Premium,partner,2022-07-14,10717.8,36,24,0,10,1,0,265.13,0
C002240,37,Lublin,Premium,partner,2023-09-14,7450.55,21,11,1,7,1,0,212.13,0
C002241,28,Warszawa,Basic,partner,2024-10-03,10586.34,9,13,0,10,1,10,122.6,0
C002242,49,Lublin,Basic,paid_search,2022-01-04,19057.07,42,17,0,7,1,0,178.28,0
C002243,38,Warszawa,Basic,social,2024-11-17,5804.43,7,15,1,6,1,5,75.4,1
C002244,38,Gdańsk,Premium,paid_search,2023-12-13,11845.98,18,7,0,7,1,10,144.32,0
C002245,44,Kraków,Premium,organic,2025-01-27,8202.8,5,10,3,8,1,5,163.52,1
C002246,28,Kraków,Basic,social,2024-09-08,3912.46,9,6,0,10,0,20,60.15,1
C002247,37,Katowice,Basic,partner,2025-03-19,3663.34,3,11,1,6,0,0,68.6,1
C002248,37,Gdańsk,Basic,paid_search,2024-12-15,4266.65,6,7,1,7,0,15,75.79,1
C002249,40,Poznań,Standard,paid_search,2023-06-16,5681.38,24,11,0,8,1,15,136.64,1
C002250,43,Kraków,Standard,organic,2022-10-19,12795.46,32,24,0,8,1,0,197.87,0
C002251,47,Lublin,Standard,organic,2022-12-10,9630.06,31,18,1,8,1,10,169.93,0
C002252,48,Łódź,Basic,organic,2025-03-11,13535.46,3,10,0,8,1,5,88.52,0
